date,state,epidemiological_week_2019,epidemiological_week_2020,deaths_indeterminate_2019,deaths_respiratory_failure_2019,deaths_others_2019,deaths_pneumonia_2019,deaths_septicemia_2019,deaths_sars_2019,deaths_covid19,deaths_indeterminate_2020,deaths_respiratory_failure_2020,deaths_others_2020,deaths_pneumonia_2020,deaths_septicemia_2020,deaths_sars_2020,deaths_total_2019,deaths_total_2020,new_deaths_indeterminate_2019,new_deaths_respiratory_failure_2019,new_deaths_others_2019,new_deaths_pneumonia_2019,new_deaths_septicemia_2019,new_deaths_sars_2019,new_deaths_covid19,new_deaths_indeterminate_2020,new_deaths_respiratory_failure_2020,new_deaths_others_2020,new_deaths_pneumonia_2020,new_deaths_septicemia_2020,new_deaths_sars_2020,new_deaths_total_2019,new_deaths_total_2020
31/12/2020,AC,1,53,37,219,1998,890,419,5,789,39,231,2081,631,404,29,3568,4204,,,5,7,1,,,,,,,,,13,0
31/12/2020,AL,1,53,95,1556,10094,2622,2164,13,2340,100,1362,10643,1917,2146,315,16544,18823,,6,22,1,4,,,,,,,,,33,0
31/12/2020,AM,1,53,137,672,8331,2136,1847,35,2829,140,929,8323,2311,1837,764,13158,17133,2,2,28,10,4,,,,,,,,,46,0
31/12/2020,AP,1,53,13,257,1309,464,412,7,762,6,240,1096,282,277,20,2462,2683,,1,5,1,,,,,,,,,,7,0
31/12/2020,BA,1,53,107,7754,43325,7298,9278,100,8421,140,6860,46055,6209,8765,468,67862,76918,,22,106,17,23,,,,,,,,,168,0
31/12/2020,CE,1,53,128,2954,23902,7253,4867,39,9710,184,3166,26001,6053,4748,686,39143,50548,,6,68,18,15,,,,,,,,,107,0
31/12/2020,DF,1,53,136,990,7142,3267,2477,41,3939,140,966,7481,2774,2134,67,14053,17501,1,2,17,8,6,,,,,,,,,34,0
31/12/2020,ES,1,53,9,1378,12886,5196,3799,34,5229,4,1376,12887,3828,3411,341,23302,27076,,5,34,12,10,,,,,,,,,61,0
31/12/2020,GO,1,53,146,3354,15900,6845,3982,45,7115,172,3324,15798,5684,3994,206,30272,36293,1,13,52,16,8,,,,,,,,,90,0
31/12/2020,MA,1,53,140,1856,12556,2540,1828,7,2727,198,2231,13893,2267,1766,859,18927,23941,,7,26,4,3,,,,,,,,,40,0
31/12/2020,MG,1,53,1855,10824,67788,21192,18290,222,13373,1862,9750,71325,18259,17965,869,120171,133403,6,32,169,46,49,1,,,,,,,,303,0
31/12/2020,MS,1,53,78,1368,8076,3584,1889,43,2250,57,1366,8380,3107,1848,85,15038,17093,,5,14,7,5,,,,,,,,,31,0
31/12/2020,MT,1,53,41,822,10397,1218,909,25,3079,74,814,10215,1423,1237,55,13412,16897,1,2,23,6,1,,,,,,,,,33,0
31/12/2020,PA,1,53,186,2653,13404,4309,2860,39,5338,172,2716,13698,3866,2574,865,23451,29229,,7,29,16,8,,,,,,,,,60,0
31/12/2020,PB,1,53,147,2462,14205,4680,3705,24,3017,198,2183,14406,3454,3307,300,25223,26865,1,4,27,16,8,,,,,,,,,56,0
31/12/2020,PE,1,53,340,4918,31791,8087,13546,50,7529,628,4047,33782,5631,11000,4645,58732,67262,1,12,94,21,30,,,,,,,,,158,0
31/12/2020,PI,1,53,72,1822,6832,2488,1605,24,1572,59,1390,6376,1640,1183,80,12843,12300,,4,11,4,4,,,,,,,,,23,0
31/12/2020,PR,1,53,362,5088,37715,12405,9283,124,9359,443,4234,37768,9155,8226,345,64977,69530,2,9,107,26,23,,,,,,,,,167,0
31/12/2020,RJ,1,53,432,10026,77999,25622,24920,108,27811,1943,10313,77265,22837,21362,1975,139107,163506,2,28,213,69,64,,,,,,,,,376,0
31/12/2020,RN,1,53,124,1065,8416,3458,2484,21,2204,96,1140,8583,2459,2158,235,15568,16875,,4,33,12,10,,,,,,,,,59,0
31/12/2020,RO,1,53,53,688,4226,1109,974,9,1447,36,601,4307,898,838,35,7059,8162,,1,6,5,4,,,,,,,,,16,0
31/12/2020,RR,1,53,4,130,1229,488,317,5,679,6,133,1303,314,276,16,2173,2727,,,4,1,,,,,,,,,,5,0
31/12/2020,RS,1,53,571,7211,47941,15852,12286,87,9117,580,6274,46560,12048,11202,373,83948,86154,3,14,137,50,46,,,,,,,,,250,0
31/12/2020,SC,1,53,233,3441,22221,7443,5409,67,5118,215,3017,22594,5612,4720,112,38814,41388,1,11,63,23,17,,,,,,,,,115,0
31/12/2020,SE,1,53,91,909,6388,1739,2062,23,2054,121,891,6209,1334,1677,82,11212,12368,,2,10,4,11,,,,,,,,,27,0
31/12/2020,SP,1,53,1398,25612,160510,73073,43270,293,50589,1802,26830,163738,53617,39753,2373,304156,338702,6,52,430,179,129,2,,,,,,,,798,0
31/12/2020,TO,1,53,48,456,3155,898,517,8,865,46,421,3036,748,540,24,5082,5680,,1,10,1,2,,,,,,,,,14,0
30/12/2020,AC,1,53,37,219,1993,883,418,5,789,39,231,2081,631,404,29,3555,4204,,1,12,3,1,,,,,,,,,17,0
30/12/2020,AL,1,53,95,1550,10072,2621,2160,13,2340,100,1362,10643,1917,2146,315,16511,18823,,5,31,3,5,,4,,,4,,1,,44,9
30/12/2020,AM,1,53,135,670,8303,2126,1843,35,2829,140,929,8323,2311,1837,764,13112,17133,,3,24,3,5,,,,,2,,,1,35,3
30/12/2020,AP,1,53,13,256,1304,463,412,7,762,6,240,1096,282,277,20,2455,2683,,,1,1,,,,,,,,,,2,0
30/12/2020,BA,1,53,107,7732,43219,7281,9255,100,8421,140,6860,46055,6209,8765,468,67694,76918,,23,123,18,23,,6,,1,14,2,3,,187,26
30/12/2020,CE,1,53,128,2948,23834,7235,4852,39,9710,184,3166,26001,6053,4748,686,39036,50548,,4,61,21,12,,,,,2,1,,,98,3
30/12/2020,DF,1,53,135,988,7125,3259,2471,41,3939,140,966,7481,2774,2134,67,14019,17501,1,3,21,7,7,,1,,2,,3,1,,39,7
30/12/2020,ES,1,53,9,1373,12852,5184,3789,34,5229,4,1376,12887,3828,3411,341,23241,27076,,1,33,12,12,,3,,,1,2,1,,58,7
30/12/2020,GO,1,53,145,3341,15848,6829,3974,45,7115,172,3324,15798,5684,3994,206,30182,36293,,7,37,14,14,,,,,4,,,,72,4
30/12/2020,MA,1,53,140,1849,12530,2536,1825,7,2727,198,2231,13893,2267,1766,859,18887,23941,2,5,31,8,3,,2,,,1,,,,49,3
30/12/2020,MG,1,53,1849,10792,67619,21146,18241,221,13373,1862,9750,71325,18259,17965,869,119868,133403,7,24,169,43,44,2,,,,,,,,289,0
30/12/2020,MS,1,53,78,1363,8062,3577,1884,43,2250,57,1366,8380,3107,1848,85,15007,17093,,4,16,11,7,,,,1,,1,,,38,2
30/12/2020,MT,1,53,40,820,10374,1212,908,25,3079,74,814,10215,1423,1237,55,13379,16897,,1,22,4,1,,1,,,,,1,,28,2
30/12/2020,PA,1,53,186,2646,13375,4293,2852,39,5338,172,2716,13698,3866,2574,865,23391,29229,1,7,39,18,12,,,,,1,,,,77,1
30/12/2020,PB,1,53,146,2458,14178,4664,3697,24,3017,198,2183,14406,3454,3307,300,25167,26865,2,2,43,9,12,,,,,5,1,2,,68,8
30/12/2020,PE,1,53,339,4906,31697,8066,13516,50,7529,628,4047,33782,5631,11000,4645,58574,67262,2,22,74,19,38,1,1,,,5,3,4,,156,13
30/12/2020,PI,1,53,72,1818,6821,2484,1601,24,1572,59,1390,6376,1640,1183,80,12820,12300,,4,21,9,4,,,,,,,,,38,0
30/12/2020,PR,1,53,360,5079,37608,12379,9260,124,9359,443,4234,37768,9155,8226,345,64810,69530,,12,96,46,29,1,1,,,2,,,,184,3
30/12/2020,RJ,1,53,430,9998,77786,25553,24856,108,27811,1943,10313,77265,22837,21362,1975,138731,163506,5,29,195,66,66,1,14,2,1,38,10,7,,362,72
30/12/2020,RN,1,53,124,1061,8383,3446,2474,21,2204,96,1140,8583,2459,2158,235,15509,16875,,2,23,5,5,,,,,1,,,,35,1
30/12/2020,RO,1,53,53,687,4220,1104,970,9,1447,36,601,4307,898,838,35,7043,8162,,3,5,2,2,,,,,,,,,12,0
30/12/2020,RR,1,53,4,130,1225,487,317,5,679,6,133,1303,314,276,16,2168,2727,,,2,2,,,,,,1,,,,4,1
30/12/2020,RS,1,53,568,7197,47804,15802,12240,87,9117,580,6274,46560,12048,11202,373,83698,86154,2,23,146,42,29,,11,2,,16,3,3,,242,35
30/12/2020,SC,1,53,232,3430,22158,7420,5392,67,5118,215,3017,22594,5612,4720,112,38699,41388,,9,66,15,15,,2,,2,1,1,2,,105,8
30/12/2020,SE,1,53,91,907,6378,1735,2051,23,2054,121,891,6209,1334,1677,82,11185,12368,,1,14,3,1,,,,,2,,,,19,2
30/12/2020,SP,1,53,1392,25560,160080,72894,43141,291,50589,1802,26830,163738,53617,39753,2373,303358,338702,3,78,408,202,100,1,12,,4,17,5,3,,792,41
30/12/2020,TO,1,53,48,455,3145,897,515,8,865,46,421,3036,748,540,24,5068,5680,,3,10,2,1,,,,,,,,,16,0
29/12/2020,AC,1,53,37,218,1981,880,417,5,789,39,231,2081,631,404,29,3538,4204,,,6,1,,,,,,1,1,1,,7,3
29/12/2020,AL,1,53,95,1545,10041,2618,2155,13,2336,100,1362,10639,1917,2145,315,16467,18814,,1,40,5,3,,3,,4,13,2,4,1,49,27
29/12/2020,AM,1,53,135,667,8279,2123,1838,35,2829,140,929,8321,2311,1837,763,13077,17130,,4,18,7,8,,3,,,8,3,2,1,37,17
